EquipmentNumber,Region,Destination,DMFCategory,StartGridRefEN,TypeofInstall,InstallLocation,TypeOf,CounterNetwork,CounterType,active,date,longitude,latitude
100092916,LNI,Taihape/Hunterville/Rangitikei activitie,Local Treasure,1822250-5579921,Long term,Simpsons Road,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2014-12-13,175.599802326467,-39.9016667484825
100092930,LNI,Waikanae walks,Local Treasure,1769470-5472923,Long term,Waikanae Estuary Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-28,175.01127721656,-40.8772423456973
100093149,AKL,Tiritiri Is east/link tks & Hobbs Beach,Local Treasure,1769607-5947569,Long term,"Tiri Matangi Is, East Coast Tk",Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-25,174.896277831547,-36.6023130464114
100093150,AKL,Tiritiri Matangi Island,Icon,1768748-5947662,Long term,Tiri Kawerau Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-02,174.886658163911,-36.6016275076736
100093151,AKL,Tiritiri Matangi Island,Icon,1769461-5947077,Long term,Tiri Wattle Track,Pedestrian Counter - Pad,National,Counter Electronic V,blue,2021-05-28,174.894754754816,-36.606771967535
100093152,AKL,Warkworth backcountry,Back Country,1754244-5980111,Long term,Mt Tamahunga Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2020-12-20,174.718104183168,-36.3116805014648
100093153,AKL,Kawau Island Historic Reserve,Gateway,1763141-5966568,Long term,Kawau Valley Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-09-05,174.820004235037,-36.4322490381836
100093154,AKL,Great Barrier campsites/walks,Local Treasure,1813454-5992957,Long term,Bush's Beach Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-11,175.373692263828,-36.1846728256142
100093155,AKL,Aotea Track,Gateway,1817909-5987918,Long term,Kaitoke Hot Springs Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-28,175.424594491154,-36.2290694976731
100093156,AKL,Aotea Track,Gateway,1817058-5991841,Long term,"Mt Heale, South Fork Track",Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-03-02,175.414047054502,-36.1939241460713
100093157,AKL,Great Barrier backcountry,Back Country,1790546-6024445,Long term,Mokohinau Islands - Burgess Is,Pedestrian Counter - Pad,National,Counter Electronic V,red,2020-02-18,175.111519625661,-35.9057547776243
100093158,AKL,Aotea Track,Gateway,1813845-5993193,Long term,Kaiaraara - Kauri Dam Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-01-11,175.377972674264,-36.1824606899072
100093159,AKL,Great Barrier backcountry,Back Country,1818772-5994280,Long term,Palmers Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-04,175.432414461031,-36.1715689306325
100093160,CNI,Tongariro Northern Circuit,Gateway,1820501-5659085,Long term,Mangatepopo Track,,National,Counter Electronic V,navy,2021-07-21,175.553097190882,-39.1895324827994
100093370,HWT,Kauaeranga Valley,Gateway,1834151-5890020,Long term,Kauaeranga Nature Walk,,National,Counter Electronic V,blue,2021-04-30,175.635056294302,-37.1068914015572
100093371,HWT,Western Coromandel bush walks & camping,Local Treasure,1827683-5919993,"",Waiau Kauri Grove Short Walk,,National,Counter Electronic V,yellow,2021-01-13,175.553296136465,-36.8385655067782
100093372,HWT,Whangamata walks,Local Treasure,1857058-5870458,Long term,Waimama Bay Walk,,National,Counter Electronic V,yellow,2021-02-17,175.899288600496,-37.2769937172172
100093373,HWT,Broken Hills,Gateway,1843236-5889663,Long term,Main Range Walking Track,,National,Counter Electronic V,navy,2021-08-05,175.737307261275,-37.1077904153091
100093374,HWT,Whitianga walks,Local Treasure,1841845-5920268,Long term,Whitianga Rock Walk,,National,Counter Electronic V,red,2020-06-11,175.71186816074,-36.8325735949842
100093375,HWT,Cathedral Cove,Icon,1849886-5919606,Long term,Hahei Beach Walk,,National,Counter Electronic V,blue,2021-05-12,175.802155135714,-36.8364441108433
100093379,HWT,Pauanui/Tairua walks,Local Treasure,1855609-5898125,Long term,Pauanui Loop Walk,,National,Counter Electronic V,navy,2021-07-27,175.873515767733,-37.0283124110073
100093501,ESI,Ashburton Lakes/Hakatere activities,Local Treasure,1430194-5176427,Long term,Mt Sunday Track,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-31,170.898028450891,-43.5457888893266
100093516,ESI,Mt Hutt/Mt Somers/east Hakatere bckcntry,Back Country,1478973-5172010,Long term,Alford Forest Scenic Reserve,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2020-07-01,171.500616805546,-43.5950532505844
100093518,ESI,Mt Somers Track,Gateway,1467888-5170746,Long term,"Mt Somers Tk, Woolshed Creek",Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2020-01-10,171.363030987601,-43.6045465474443
100093541,ESI,Godley Head mountain biking/walk,Local Treasure,1583450-5173830,Long term,"Godley Head, Summit Track",Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-05,172.79498653397,-43.5883153339947
100093546,ESI,Quail Island,Gateway,1574787-5169519,Long term,Quail Island Rec Reserve,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-11,172.687473838076,-43.6268887633229
100093547,ESI,Otukaikino,Gateway,1571271-5190849,Long term,Otukaikino Wilson's Swamp Walk,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-06,172.645020461781,-43.4347043215973
100093897,ESI,Arthur's Pass walks,Gateway,1482270-5247305,Long term,Arthur's Pass Walking Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-28,171.55754104931,-42.9177914953482
100093898,ESI,Wooded Gully,Gateway,1546008-5218151,Long term,Wooded Gully Track,,National,Counter Electronic V,red,2020-02-24,172.335566598181,-43.1874824026833
100093899,ESI,Lewis Pass/Lake Sumner backcountry,Back Country,1548683-5285051,Long term,Hope Kiwi Track,,National,Counter Electronic V,yellow,2021-02-04,172.374599055839,-42.5852525928419
100093900,ESI,St James Walkway,Gateway,1563980-5318255,Long term,St James Walkway,,National,Counter Electronic V,red,2017-02-20,172.563099468084,-42.2870926721505
100094054,ESI,St James cycle trail and backcountry,Back Country,1571085-5325928,Long term,Waiau Pass Route,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2020-02-05,172.649659656473,-42.2182847904471
100094055,ESI,Craigeburn Forest Park activities,Local Treasure,1494920-5222091,Long term,"Craigieburn, Lyndon Saddle Tk",Pedestrian,National,Counter Electronic V,blue,2021-05-14,171.707736995124,-43.1466347523427
100094056,ESI,Cave Stream,Gateway,1497763-5216625,Long term,Cave Stream Scenic Reserve,Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-02-10,171.741681573216,-43.1962327124878
100094094,HWT,Te Kauri Park backcountry,Back Country,1773501-5784702,Long term,Sheep Track-Te Kauri Park,Pedestrian Counter - Structure,Regional,Counter Electronic V,yellow,2021-02-18,174.977908415844,-38.0688221192938
100094096,HWT,Hamilton backcountry,Back Country,1831851-5811426,Long term,Te Tapui track,Pedestrian,National,Counter Electronic V,navy,2021-06-16,175.633921457491,-37.8151450269039
100094097,HWT,North & west Hamilton walks & bike trail,Local Treasure,1790309-5835629,Long term,Kauri Loop Walk-Hakarimata,,National,Counter Electronic V,yellow,2021-03-30,175.15600080004,-37.6067573746925
100094098,HWT,Mt Pirongia backcountry,Back Country,1782362-5798758,Long term,Tahuanui Track,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-08-10,175.075290987235,-37.9404773949118
100094145,LNI,Cooks Cove/Anaura Bay walks and campsite,Local Treasure,2064676-5737997,Long term,Cooks Cove Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-15,178.318811033147,-38.3855017322783
100094233,HWT,Pureora Timber Trail,Icon,1803892-5711256,Long term,"Timber Trail, Ongarue",Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-03-07,175.345401407153,-38.7238495150619
100094234,HWT,Pureora Timber Trail,Icon,1816004-5719327,Long term,"Timber Trail, Piropiro",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-06-16,175.48209616633,-38.6483062897621
100094235,HWT,Pureora Timber Trail,Icon,1809766-5715305,Long term,"Timber Trail, No. 10 Camp",Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-03-07,175.411690460944,-38.6860184521106
100094341,CNI,Old Coach Road,Icon,1804690-5639332,Long term,"Oakune Old Coach Rd, MTB",,National,Counter Electronic V,red,2019-08-29,175.376184175378,-39.3712390420248
100094342,CNI,Old Coach Road,Icon,1804689-5639325,Long term,Oakune Old Coach Rd,,National,Counter Electronic V,navy,2021-07-05,175.376174713315,-39.3713023001133
100094441,CNI,Tongariro National Trout Centre,Icon,1843257-5677232,Long term,Tongariro National Trout Ctr,Pedestrian Counter - Beam,National,Counter Electronic V,yellow,2021-01-29,175.80980057507,-39.0201350247693
100094501,ESI,Hanmer Picnic Area,Gateway,1587740-5294318,Long term,"Hanmer, Nature Trail",,National,Counter Electronic V,yellow,2020-10-07,172.850782022047,-42.5034054289195
100094502,ESI,Hanmer Picnic Area,Gateway,1586629-5293340,Long term,"Hanmer, Swamp Track",,National,Counter Electronic V,navy,2021-08-04,172.837237106257,-42.5121947284843
100094503,ESI,Hanmer Picnic Area,Gateway,1585932-5292995,Long term,"Hanmer, Conical Hill",Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-01-30,172.828744197918,-42.5152893719248
100094545,HWT,Kauaeranga Valley,Gateway,1833640-5888371,Long term,Kahikatea Walk  - Kauaeranga,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2020-01-15,175.629825028956,-37.121867837543
100094546,HWT,Whitianga walks,Local Treasure,1851122-5918862,Long term,Te Pare Pa walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-08,175.816245949886,-36.8428155289556
100094547,HWT,Western Coromandel bush walks & camping,Local Treasure,1828848-5903127,Long term,Square Kauri Short Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-20,175.571446066828,-36.9901706427842
100094549,HWT,Northern Coromandel walks and camping,Local Treasure,1827197-5945253,Long term,Matamataherekeke Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-08,175.540342357857,-36.61119241324
100094550,HWT,Northern Coromandel walks and camping,Local Treasure,1822472-5928870,Long term,Kauri Block Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-25,175.492316123823,-36.7598580839575
100094551,HWT,Waikawau Bay,Gateway,1826687-5945842,Long term,Waikawau Bay Tsunami Walk,Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-09-11,175.534471300523,-36.6060091686244
100094552,HWT,Coromandel township backcountry,Back Country,1825859-5931218,Long term,Kaipawa Trig Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2021-01-06,175.529532154457,-36.7379113531417
100094553,HWT,Thames Coast/Kauaeranga backcountry,Back Country,1826689-5887597,Long term,Karaka Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-10,175.551891317234,-37.130547249119
100094554,HWT,Thames Coast/Kauaeranga backcountry,Back Country,1827050-5898977,Long term,Waiomu Valley Track,Pedestrian Counter - Pad,Regional,Counter Electronic V,yellow,2020-10-04,175.552511373016,-37.0279790782289
100094613,SSI,Twelve Mile,Gateway,1249280-5000059,"",refer to LT tab for details,Road,"",Counter Electronic V,blue,2021-04-12,168.544980358318,-45.0659681654177
100094614,SSI,Twelve Mile,Gateway,1249440-5000124,"",refer to LT tab for details,Road,"",Counter Electronic V,blue,2021-04-12,168.547051989008,-45.0654639984198
100094785,NSI,Kaikoura Peninsula Walkway,Icon,1658719-5303015,Long term,"Kaikoura Walkway, Point Kean",Vehicle Counter - Low Speed,Regional,Counter Electronic V,navy,2021-06-10,173.713760198771,-42.4229558243137
100094786,NSI,Blenheim campsites and activities,Local Treasure,1686907-5405685,Long term,Wairua Bar Road,Vehicle Counter - Low Speed,National,Counter Electronic V,red,2019-07-16,174.04119139153,-41.4957444751316
100094880,NNI,Waipoua Big Kauri walks,Icon,1647846-6060254,Long term,"Waipoua Forest, Tane Mahuta",Pedestrian Counter - Beam,Regional,Counter Electronic V,navy,2021-08-15,173.528214456497,-35.600302273581
100094881,NNI,Waipoua Big Kauri walks,Icon,1648491-6059413,Long term,"Waipoua Forest, Kauri Walks",Pedestrian Counter - Beam,Regional,Counter Electronic V,navy,2021-08-15,173.535385415466,-35.6078534303541
100094884,SSI,Otago Central Rail Trail,Icon,1329346-4999580,Long term,"Otago CRT, Corrigal Road",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-02,169.559651930645,-45.1054096179079
100094909,HWT,Pureora Timber Trail,Icon,1816014-5719325,Long term,"Timber Trail, Piropiro MTB",Bicycle Counter - Twin Rail,Regional,Counter Electronic V,navy,2021-06-16,175.482211597621,-38.6483218590993
100094910,HWT,Pureora Timber Trail,Icon,1803870-5711241,Long term,"Timber Trail, Ongarue MTB",Bicycle Counter - Twin Rail,Regional,Counter Electronic V,navy,2021-06-17,175.345152951825,-38.7239896535912
100094919,HWT,Egmont National Park backcountry,Back Country,1693228-5650527,Long term,"Taranaki Summit, Hongi Valley",Pedestrian Counter - Structure,Regional,Counter Electronic V,navy,2021-07-19,174.081046381474,-39.2896127831645
100095141,NNI,Opononi walks,Local Treasure,1633751-6067231,Long term,Arai Te Uru Recreation Reserve,Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-08-16,173.372319648645,-35.5379764308418
100095180,SSI,Glenorchy/Kinloch activities,Local Treasure,1228971-5036975,Long term,Lake Sylvan Track,Pedestrian Counter - Structure,Regional,Counter Electronic V,navy,2021-07-05,168.31488190044,-44.7244237143624
100095222,WSI,Old Ghost Road,Back Country,1522221-5372602,Long term,"Old Ghost Rd, Lyell",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-13,172.063848807436,-41.7946287680492
100095223,WSI,Old Ghost Road,Back Country,1520002-5399800,Long term,"Old Ghost Rd, Mohinui",Pedestrian Counter - Pad,Regional,Counter Electronic V,navy,2021-07-26,172.040787979995,-41.549465178526
100095256,CNI,Kaimai Mamaku Forest Park backcountry,Back Country,1843349-5842893,Long term,Waipapa Track,,National,Counter Electronic V,yellow,2020-09-21,175.753910178308,-37.5288577634976
100095345,WSI,Ship Creek,Icon,1289897-5147816,Long term,Ship Creek Walk,Track,National,Counter Electronic V,red,2016-08-22,169.147898029732,-43.7577638874547
100095368,SSI,North Dunedin walks,Local Treasure,1421559-4927856,Long term,"Aramoana, Saltmarsh Walk Track",Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-04-15,170.704595541962,-45.7797950468704
100095369,SSI,Otago Peninsula/Tunnel Beach walks,Local Treasure,1402517-4911847,Long term,Tunnel Beach Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-07-02,170.453312602744,-45.9185618531428
100095438,SSI,Cromwell walks and historic sites,Local Treasure,1293118-4995145,Long term,Young Australian Road,Vehicle Counter - Low Speed,National,Counter Electronic V,red,2019-06-23,169.097437541695,-45.1304533865967
100095439,SSI,Alexandra/Kopuwai Cons Area backcountry,Back Country,1290193-4983469,Long term,Kopuwai Ridge Road,Vehicle Counter - Low Speed,National,Counter Electronic V,yellow,2021-01-02,169.053079005544,-45.2340312455261
100095631,HWT,Pureora Timber Trail,Icon,1824186-5733816,Long term,"Timber Trail, Pureora","",National,Counter Electronic V,navy,2021-06-16,175.571370360417,-38.5158313971451
100095632,HWT,Pureora Timber Trail,Icon,1825626-5725396,Long term,"Timber Trail, Angels Rest",Pedestrian Counter - Pad,National,Counter Electronic V,red,2019-09-25,175.590592053643,-38.5912714493738
100095823,CNI,Tongariro Alpine Crossing,Icon,1829110-5669005,Long term,"Tongariro Xing, Ketetahi upper",Pedestrian Counter - Pad,National,Counter Electronic V,yellow,2021-03-10,175.649328009904,-39.0980118194993
100095868,CNI,Tarawera Trail,Icon,1895550-5765545,Long term,Tarawera Trail,Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-28,176.375442130362,-38.2095604567613
100095869,CNI,Rotorua Lakes backcountry,Back Country,1890340-5768965,Long term,Whakarewarewa State Forest,Bicycle Counter - Twin Rail,Regional,Counter Electronic V,yellow,2020-07-31,176.314635473602,-38.1804841532164
100095963,ESI,Godley Head mountain biking/walk,Local Treasure,1582543-5174035,Long term,"Godley Head, Pilgrims Way Trck",Pedestrian Counter - Structure,Regional,Counter Electronic V,navy,2021-08-09,172.783757737452,-43.5864487940725
100095964,ESI,Godley Head - Potential Icon,Icon,1583753-5173764,Long term,Godley Head Road,,National,Counter Electronic V,yellow,2021-01-27,172.798737949602,-43.5889162740154
100096012,SSI,Twelve Mile,Gateway,1248829-4999701,Long term,Glenorchy Lagoon Walkway,Pedestrian Counter - Pad,National,Counter Electronic V,red,2018-10-22,168.539018511639,-45.0689576504293
100096082,SSI,Otago Peninsula/Tunnel Beach walks,Local Treasure,1421970-4922507,Long term,Okia Track to Victory Beach,Pedestrian Counter - Pad,National,Counter Electronic V,navy,2021-06-17,170.70790525078,-45.8280070622713
100096129,NNI,Puketi/Omahuta campsite/walks,Local Treasure,1668487-6098621,Long term,"Puketi, Waihoanga Kauri Wk",Pedestrian Counter - Pad,Regional,Counter Electronic V,red,2019-05-10,173.752847752152,-35.2531703892229
100096131,NNI,Urupukapuka Island,Gateway,1711802-6102915,Long term,"Urepukapuka Is, Entico Bay",Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-04-07,174.2283283369,-35.2105615445787
100096211,NSI,Abel Tasman Coast Track,Icon,1604444-5474621,Long term,"Abel Tasman Coast, Onetahuti",Pedestrian Counter - Pad,Regional,Counter Electronic V,blue,2021-05-27,173.052744928037,-40.8794738965216
100096223,WSI,Heaphy Track,Gateway,1524869-5448926,Long term,"Heaphy Trackk, Kohaihai MTB",Bicycle Counter - Twin Rail,Regional,Counter Electronic V,navy,2021-07-28,172.105213023081,-41.1074781706617
